Sindicato,Convenção,Título da Cláusula,Resumo,Cláusula Completa
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,PRIMEIRA - ABONO POR TEMPO DE SERVIÇO,"Fixa-se o abono por tempo de serviço correspondente a 0,6% (zero vírgula seis por cento) por ano de serviço trabalhado na mesma empresa, incidente...","Fixa-se o abono por tempo de serviço correspondente a 0,6% (zero vírgula seis por cento) por ano de serviço trabalhado na mesma empresa, incidente sobre o salário base do empregado, a ser pago destacadamente, ficando excluído para do cômputo do tempo de serviço o período de afastamento pelo INSS, com duração acima de trinta dias. O presente benefício não possui natureza salarial, nos termos do artigo 457, parágrafo 2º da CLT."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEGUNDA - HORAS-EXTRAS,"O adicional de horas extraordinárias prestadas além da 36° hora semanal será de 100% (cem por cento) sobre à hora normal, considerando-se o divisor...","O adicional de horas extraordinárias prestadas além da 36° hora semanal será de 100% (cem por cento) sobre à hora normal, considerando-se o divisor de 180 para as jornadas de 36 horas semanais. Nas hipóteses de jornada reduzida, ou seja, 24 horas semanais, o adicional de horas extras, prestadas até a 36° horas semanais, inclusive, será de 50% (cinquenta por cento) devendo ser considerado o divisor de 140 (cento e quarenta). Parágrafo Único: Para os auxiliares de Radiologia, aplica-se o adicional de 100% apenas para as horas excedentes a 44ª semanal, considerando-se o divisor 180 para a jornada de 36 horas semanais. Adicional Noturno"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,TERCEIRA - ADICIONAL NOTURNO,O adicional noturno é de 30% (trinta por cento) e terá como base de cálculo o salário base do empregado.,"O adicional noturno é de 30% (trinta por cento) e terá como base de cálculo o salário base do empregado. Será devido no trabalho executado das 22h00min às 05h00min do dia seguinte, compreendendo assim 08 (oito) horas noturnas independentemente do horário de 01 (uma) hora para descanso ou refeição, de acordo com a"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,", § 5º desta CCT, exceto as instituições que optarem por um intervalo superior a 01(uma) hora,",quando pagarão as horas efetivas de trabalho noturno.,"quando pagarão as horas efetivas de trabalho noturno. Parágrafo Primeiro: O adicional noturno será pago integral no mês em que o empregado gozar a licença prêmio, licenças gala ou luto, na concessão da compensação por banco de horas. Parágrafo Segundo: A hora noturna será considerada reduzida, nos termos do artigo 73, § 1º da CLT. Adicional de Insalubridade"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,QUARTA - ADICIONAL DE INSALUBRIDADE,"Será pago o adicional de insalubridade de 40% sobre o piso salarial, independente de perícia médica ou laudo técnico.","Será pago o adicional de insalubridade de 40% sobre o piso salarial, independente de perícia médica ou laudo técnico. Parágrafo Único: O pagamento do adicional de insalubridade atende a vontade da categoria profissional aprovado em assembleia. Fica ajustado, que a categoria profissional declina se em eventual perícia judicial ou administrativa que venha constar que a atividade de Técnico de Radiologia seja periculosa, e não em conformidade com que prevê o caput da cláusula que determina o adicional de insalubridade. Tal ajuste é expresso na renúncia ao pagamento de periculosidade. Auxílio Transporte"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,QUINTA - AUXÍLIO-TRANSPORTE,Nos termos da Lei nº.,"Nos termos da Lei nº. 7.619/87, e do Decreto nº. 95.247, nenhum trabalhador poderá arcar com mais de 6% (seis por cento) de seu salário base para fazer frente às despesas de locomoção no trajeto residência-trabalho e vice-versa, sendo que o excedente deverá ser custeado pelo empregador na forma da legislação pertinente. Parágrafo Primeiro: Fica pactuado que as empresas efetuarão o repasse do vale transporte aos seus empregados sempre no mesmo dia de cada mês. Parágrafo Segundo: Faculta-se ao empregador o controle junto a empresa de transporte coletivo e, caso apresente saldo de vale-transporte, por não utilização pelo trabalhador, pode o empregador realizar o pagamento apenas dos vales necessários para complemento mensal. Caso o valor da carga seja inferior ao desconto de 6%, desconta-se apenas o valor da carga. Auxílio Morte/Funeral"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEXTA - FUNDO FUNERAL,"Instituído por meio da Convenção Coletiva de Trabalho, o FUNDO FUNERAL é um benefício assistencial criado pelas entidades sindicais signatárias, e de...","Instituído por meio da Convenção Coletiva de Trabalho, o FUNDO FUNERAL é um benefício assistencial criado pelas entidades sindicais signatárias, e de responsabilidade do Sindicato Patronal (SHESSMAR), destinado a todos os trabalhadores membros da categoria subordinados a esta Convenção Coletiva de Trabalho. Este benefício é custeado mensalmente pelos Empregadores e a indenização em caso dos eventos objeto de cobertura será paga pelo Sindicato dos Hospitais e Estabelecimentos de Serviços de Saúde de Maringá e Região – SHESSMAR, entidade responsável pela gestão, arrecadação e administração de tal benefício, instituído nos termos do regulamento próprio anexo aprovado em Assembleia Geral da Categoria. Parágrafo Primeiro: Todos os EMPREGADORES abrangidos pela presente CCT arcarão, compulsoriamente, com o custeio mensal em favor de todos os seus empregados membros da categoria, independente da modalidade de contratação, junto ao SHESSMAR. Este pagamento deverá ser realizado até o 5º (quinto) dia útil do mês subsequente, mediante depósito bancário identificado no Banco 084 Uniprime agencia 002, c/c 43261-0, ou através de boleto bancário (despesas bancarias por conta do pagador) solicitado diretamente no e-mail sindicato.contato@wnet.com.br. Parágrafo Segundo: O custeio do Benefício assistencial “FUNDO FUNERAL” será de responsabilidade integral dos empregadores, ficando vedado qualquer desconto no salário do trabalhador. Parágrafo Terceiro: Os valores dos benefícios do Fundo Funeral são: I – R$6.000,00 (seis mil reais) para morte do funcionário, pagos em conformidade com o artigo 3º, do Regulamento do Fundo Funeral do Shessmar, II – R$3.000,00 (três mil reais) em caso falecimento do cônjuge ou convivente do funcionário, pagos em conformidade com o artigo 3º,do Regulamento do Fundo Funeral do Shessmar III – Valor limite de até R$3.000,00 (três mil reais) de reembolso de despesas funerais por morte de funcionário, seu cônjuge e filhos menores de 21 anos, devidamente comprovados por meio de notas fiscais. Parágrafo Quarto: Este benefício é CUMULATIVO COM OUTROS SIMILARES (SEGURO DE VIDA OU ASSISTÊNCIA FUNERAL) QUE JÁ ESTÃO CONSTITUÍDOS NA CATEGORIA, ou seja, mesmo que o Empregador ou empregado (a) tenha contratado um seguro de vida ou similar, deverá o empregador efetuar o pagamento do benefício assistencial “FUNDO FUNERAL” uma vez que tal benefício é compulsório. Parágrafo Quinto: O Benefício assistencial “FUNDO FUNERAL” é extensivo a todos integrantes da categoria, inclusive trabalhadores afastados exclusivamente por: auxilio doença, maternidade, acidente do trabalho, doença equiparadas a acidente do trabalho, neste caso a empresa deverá comprovar mensalmente o recolhimento referente os trabalhadores afastados. Parágrafo Sexto: Tal auxílio terá uma carência inicial de 30 (trinta) dias para novos integrantes da categoria contados da data do efetivo pagamento da primeira mensalidade. Parágrafo Sétimo: A cobertura do benefício assistencial “FUNDO FUNERAL”, perdurará somente no período que o (a) empregado (a) estiver laborando na categoria abrangida pela presente CCT e durante a sua vigência, não prevalecendo, portanto, depois da rescisão contratual. Parágrafo Oitavo: Ocorrendo o óbito do(a) empregado(a) e não tendo o empregador efetuado o pagamento descrito no Parágrafo 1º, desta cláusula, ficará o mesmo obrigado a pagar a INDENIZAÇÃO EM CASO DE ÓBITO prevista no parágrafo 3º desta clausula. O pagamento da referida Indenização, não exime o empregador do pagamento das parcelas em atraso junto ao SHESSMAR, podendo o Sindicato patronal inclusive pleiteá-las em vias judiciais em caso de inadimplência. Parágrafo Nono: O não pagamento pelo empregador da contrapartida prevista no “parágrafo 1º”, desta clausula até o 5º (quinto) dia útil do mês subsequente ensejara além do valor principal devido, multa de 10% (dez por cento) pelo atraso, bem como juros moratórios de 2% (dois por cento) ao mês até o efetivo pagamento, em favor do SHESSMAR. Parágrafo Décimo: Quando da ocorrência do óbito do(a) empregado(a) o empregador ou beneficiários, deverão comunicar formalmente o Sindicato Patronal, no prazo máximo e improrrogável de 90 (noventa) dias da ocorrência. Esgotado o período de 90 (noventa) dias sem a devida comunicação pelos beneficiários descairá o direito de recebimento. Parágrafo Décimo Primeiro: Para recebimento da INDENIZAÇÃO EM CASO DE ÓBITO do benefício assistencial “FUNDO FUNERAL”, os beneficiários deverão apresentar os seguintes documentos: DO(A) EMPREGADO(A) FALECIDO(A): Certidão de óbito; Cópia da Carteira de Trabalho e Previdência Social (CTPS), contendo a página com a foto, a qualificação civil, o último contrato de trabalho vigente na categoria e a página seguinte em branco; Certidão PIS/PASEP/FGTS emitida pelo INSS contendo a relação de dependentes ou Declaração de Inexistência de Dependentes Habilitados a Pensão por Morte; DO REQUERENTE: Cópia do Documento de Identidade – RG ou Carteira Nacional de Habilitação (CN"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SÉTIMA - JUSTA CAUSA,"O empregado despedido por justa causa deve receber da empresa comunicação escrita com a declaração do motivo determinante, nos termos do art.","O empregado despedido por justa causa deve receber da empresa comunicação escrita com a declaração do motivo determinante, nos termos do art. 482, da CLT ou outro dispositivo legal infringido pelo trabalhador. Aviso Prévio"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,OITAVA - AVISO PRÉVIO,O aviso prévio será obrigatoriamente comunicado por escrito ao empregado e deverá especificar a natureza da dispensa (sem justa causa ou com justa...,"O aviso prévio será obrigatoriamente comunicado por escrito ao empregado e deverá especificar a natureza da dispensa (sem justa causa ou com justa causa), mediante contra recibo, devendo esclarecer se o empregado deve ou não trabalhar no período. Parágrafo Primeiro: O aviso prévio deverá conter o dia, local e horário de recebimento das verbas rescisórias. Parágrafo Segundo: Durante o prazo do aviso prévio, dado pelo empregado, ficam vedadas as alterações nas condições de trabalho, inclusive transferência de local, horário ou qualquer outra alteração, sob pena de rescisão imediata do contrato de trabalho, respondendo a empresa pelo pagamento do restante do aviso prévio e demais verbas rescisórias. Quando for demissionário o trabalhador, será possível a alteração do local de trabalho. Parágrafo Terceiro: Aplica-se a lei do Aviso prévio (LEI 12.506/2011), que tem a seguinte redação: Art. 1º O aviso prévio, de que trata o Capítulo VI do Título IV da Consolidação das Leis do Trabalho – CLT, aprovada pelo Decreto-Lei no 5.452, de 1o de maio de 1943,será concedido na proporção de 30 (trinta) dias aos empregados que contem até 1 (um) ano de serviço na mesma empresa. Parágrafo Único: Ao aviso prévio previsto neste artigo serão acrescidos 3 (três) dias por ano de serviço prestado na mesma empresa, até o máximo de 60 (sessenta) dias, perfazendo um total de até 90 (noventa) dias. As partes buscando entendimento uniforme e de forma unificada acórdão o seguinte: a) A modalidade de aviso Prévio estabelecido pela lei 12.506/2011, é dirigida única e exclusivamente quando ocorrer a hipótese de indenização do aviso prévio pelo empregador. Ou seja, quando o empregador tiver a obrigação ou optar por indenizar o aviso prévio, deverá fazê-lo nesta nova modalidade. Do contrário, o empregado quando tiver obrigação de trabalhar o período do aviso prévio, deverá fazê-lo na modalidade da Consolidação das Leis do Trabalho sem esta alteração. Para deixar claro, o empregado somente está obrigado a cumprir ou indenizar 30 dias de aviso prévio. b) Quando a demissão for por iniciativa do Empregado (trabalhador), independentemente da quantidade de anos que o mesmo tiver na empresa, e independentemente se o aviso prévio for cumprido ou pago pelo empregado, o aviso prévio será de 30 dias. c) Quando a demissão for por iniciativa do empregador (patrão), com aviso cumprido pelo empregado, o tempo de cumprimento do referido aviso será de 30 dias, na forma do artigo 487, inciso II da CLT, com a redução prevista no artigo 488 da CLT, INDEPENDENTEMENTE, da quantidade de anos de trabalho na empresa, sendo que a partir do segundo ano de trabalho na empresa o empregador indenizará os 03 (três) dias subsequentes a cada ano trabalhado, na rescisão contratual. d) Fica acordado que o aviso prévio integra o tempo de serviço para todos os efeitos legais, por isto aplica-se a projeção do aviso prévio para a contagem do tempo integral do aviso. Outros grupos específicos"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,NONA - ALTERAÇÃO DO CONTRATO DE TRABALHO,Nos termos do art.,"Nos termos do art. 468 da CLT, nos contratos individuais de trabalho, qualquer alteração do contrato de trabalho, somente será licita com a concordância do empregado, e ainda assim, desde que não resulte direta ou indiretamente em prejuízo para o mesmo, salvo readaptação profissional por laudo do INSS, e casos previstos nos parágrafos 1º e 2º do art. 468, com a redação da reforma trabalhista. Relações de Trabalho – Condições de Trabalho, Normas de Pessoal e Estabilidades Ferramentas e Equipamentos de Trabalho"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,DANIFICAÇÃO DE MATERIAL,"Fica vedado o desconto no salário do empregado ou mesmo imposição de pagamento, por danificações de equipamentos de trabalho, usados no exercício das...","Fica vedado o desconto no salário do empregado ou mesmo imposição de pagamento, por danificações de equipamentos de trabalho, usados no exercício das funções, exceto nos casos de imperícia, imprudência, negligência ou dolo, devidamente apurado, mediante manifestação do empregado. Assédio Moral"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,PRIMEIRA - ASSÉDIO MORAL.,"Na política de combate ao Assédio Moral, este poderá ser um tema durante a realização das SIPAT’s, mediante a realização de palestras e distribuição...","Na política de combate ao Assédio Moral, este poderá ser um tema durante a realização das SIPAT’s, mediante a realização de palestras e distribuição de folhetos, a critério dos membros da CIPA. Estabilidade Mãe"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEGUNDA - ESTABILIDADE DA GESTANTE,"É garantida a estabilidade de emprego à empregada gestante, desde a confirmação da gravidez até 05 (cinco) meses após o parto, devendo a mesma...","É garantida a estabilidade de emprego à empregada gestante, desde a confirmação da gravidez até 05 (cinco) meses após o parto, devendo a mesma apresentar ao empregador, mediante contra recibo, atestado médico oficial comprobatório do estado gravídico. Parágrafo Primeiro: Caso não apresente a empregada comprovação de seu estado gravídico, relativamente ao contrato de trabalho extinto, no prazo de 60 (sessenta) dias da rescisão contratual, tem-se que a mesma renunciou ao direito à estabilidade ou ocultou o seu estado gravídico para fins legais. Parágrafo Segundo: As condições gerais desta cláusula se aplicam também para fins de adoção. Parágrafo Terceiro: O salário maternidade com todos os adicionais previstos na CCT, para a empregada é pago pela empresa, e deduzidos do recolhimento previdenciário. Para as demais, inclusive, a segurada que adotar ou obtiver a guarda judicial para fins de adoção será pago pelo INSS. Estabilidade Acidentados/Portadores Doença Profissional"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,TERCEIRA - ESTABILIDADE DO ACIDENTADO,"Ao empregado que sofreu acidente de trabalho, mediante comunicação da CAT, fica assegurada a estabilidade de 12 (doze) meses no emprego, na forma do...","Ao empregado que sofreu acidente de trabalho, mediante comunicação da CAT, fica assegurada a estabilidade de 12 (doze) meses no emprego, na forma do art. 118, da Lei nº. 8213/91 e sua alteração. Parágrafo Único: Os acidentes de trajeto devem ser comprovados mediante boletim de ocorrência, prontuários de atendimento médico hospitalar ou outro documento hábil a tal mister. Estabilidade Aposentadoria"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,QUARTA - ESTABILIDADE AO APOSENTADO,Os empregados que comprovarem até a data do desligamento estar a 12 (doze) meses da aquisição do direito à aposentadoria por tempo de serviço ou...,"Os empregados que comprovarem até a data do desligamento estar a 12 (doze) meses da aquisição do direito à aposentadoria por tempo de serviço ou idade e desde que o seu contrato de trabalho namesma empresa tenha pelo menos 05 (cinco) anos de duração, adquirirão estabilidade no emprego, à exceção da ocorrência de justa causa, na forma da lei. Paragrafo Primeiro: É obrigatória a apresentação do CNIS (Cadastro Nacional Informações Sociais – Extrato Previdenciário) que comprova o tempo de contribuição. Deve ainda ser observada a idade mínima vigente no momento do requerimento. Caso não se verifique a observância concomitante de todos os requisitos no prazo estabelecido no caput, o empregador se desobriga do ônus da concessão do benefício. Parágrafo Segundo: Aposentado o empregado, qualquer que seja a espécie (especial, proporcional, tempo de serviço, idade), caso seja despedido pela empresa, esta deverá pagar a multa do FGTS relativamente a todo tempo de serviço prestado ao empregador. Paragrafo Terceiro: Caso haja alteração legislativa superveniente durante a vigência da presente norma coletiva, a lei terá prevalência em relação ao negociado nesta matéria. Parágrafo Quarto: Uma vez atingidos os requisitos legais para obtenção da aposentadoria nos termos do caput, cessam os efeitos desta cláusula no contrato de trabalho, mesmo que haja inércia do trabalhador em requerer seu benefício. Paragrafo Quinto: A garantia de emprego findará após o empregado atingir os requisitos para a aposentadoria. O não exercício ao direito de aposentadoria não implicará na extensão da garantia de emprego. Outras normas de pessoal"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,QUINTA - USO DE APARELHOS ELETRÔNICOS,"Fica proibido portar e usar aparelho celular, tablet, notebook, máquina fotográfica e assemelhados particulares no ambiente de trabalho.","Fica proibido portar e usar aparelho celular, tablet, notebook, máquina fotográfica e assemelhados particulares no ambiente de trabalho. Jornada de Trabalho – Duração, Distribuição, Controle, Faltas Duração e Horário"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEXTA - JORNADA DE TRABALHO,"Fica estabelecidas as seguintes jornadas: a) 04 (quatro) horas diárias para os técnicos em Radiologia, observando o limite de 24 horas semanais; b)...","Fica estabelecidas as seguintes jornadas: a) 04 (quatro) horas diárias para os técnicos em Radiologia, observando o limite de 24 horas semanais; b) 06 (seis horas) horas diárias para auxiliares de Radiologia observando o limite de 36 horas semanais; c) Escala de 12x84 (doze horas de trabalho por 84 de descanso) para Técnicos em Radiologia e de 12x36 (doze horas de trabalho por 36 de descanso) para Auxiliares de Radiologia. d) 04 (quatro) horas e 48 (quarenta e oito) minutos, de segunda a sexta feira, estando o sábado automaticamente compensado; e) Plantão de domingo ou feriado de 12 horas, equivalente a 24 horas semanais Parágrafo Primeiro: Considerando a peculiaridade do regime previstos na alínea c, os domingos trabalhados já estão automaticamente compensados em quaisquer hipóteses adotadas. Parágrafo Segundo: Nos regimes previstos na alínea c, será obrigatória a concessão de um intervalo para descanso e/ou alimentação de uma hora, que será computado como jornada de trabalho, não sendo necessário o registro deste no controle de jornada. Parágrafo Terceiro: Para os auxiliares contratados em regime de escala 12x36, será concedida folga compensatória atinente a semana em que a jornada for superior a 36 horas, a qual poderá ser concedida na semana subsequente, não sendo devido o pagamento de horas extras excedentes da sexta diária tendo em vista a compensação pela ausência de trabalho no dia seguinte. Prorrogação/Redução de Jornada"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SÉTIMA - ESCALA EM 12X36,"A realização de horas extras na presente jornada é admitida em relação aos intervalos, no caso fortuito, força maior e necessidade de prorrogação...","A realização de horas extras na presente jornada é admitida em relação aos intervalos, no caso fortuito, força maior e necessidade de prorrogação para troca de plantão. A redução da hora noturna se encontra automaticamente compensada na escala, bem como, que as excedentes sejam creditadas no banco de horas, pois atende interesse direto da categoria profissional e não implica em nulidade do regime. Parágrafo Único: Nos termos do artigo 59-A da CLT, a fruição parcial do intervalo intrajornada é passível de indenização, sem que que tal conduta se caracterize em infração para fins da fiscalização do trabalho. As empresas associadas ao sindicato patronal (SHESSMAR) e em dia com as obrigações junto ao sindicato Laboral poderão utilizar-se dessa prerrogativa, enviando ao fechamento da folha e apuração dessas horas, relatório ao Sinterpar. Sobreaviso"
