"Sindicato","Convenção","Título da Cláusula","Resumo","Cláusula Completa"
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA PRIMEIRA - ANUÊNIO","Resumo: O anuênio permanece congelado nos valores de 30/04/1998, mantidos como vantagem pessoal sem reajuste.","Permanecem como vantagem pessoal sob o título “anuênio congelado” em R$ (reais) os valores praticados em 30/04/1998, sobre os quais será aplicado o mesmo percentual da"
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA TERCEIRA. (REAJUSTE SALARIAL) DESTA CONVENÇÃO.","Empregados que não adquiriram a vantagem até 30/04/1998 não têm direito ao reajuste salarial previsto nesta cláusula.","PARÁGRAFO ÚNICO - Não fazem jus à vantagem prevista nesta cláusula os empregados que não a tenham adquirido até 30/04/1998."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA SEGUNDA - AUXÍLIO CRECHE","Auxílio creche de R$72,80 para filhos até 6 anos a partir de set/2025, com retroativos parcelados; creche gratuita dispensa o pagamento do benefício.","Será concedido para cada filho menor de 06 (seis) anos, a partir de setembro/2025, o valor de R$ 72,80 (setenta e dois reais e oitenta centavos), inclusive os adotados legais, auxílio creche. PARÁGRAFO PRIMEIRO — Os valores retroativos previstos na Cláusula Segunda (2% - dois por cento) correspondentes ao período de maio e agosto/2025, serão pagos em 04 (quatro) parcelas, nas folhas de setembro, outubro, novembro e dezembro/2025, em forma de abono, e não constituem base de incidência de qualquer encargo trabalhista e previdenciário. PARÁGRAFO SEGUNDO - As instituições que oferecem vagas em creche, sem ônus para o empregado, estarão desobrigadas de efetuar o pagamento do referido benefício."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA TERCEIRA - AUXÍLIO FUNERAL","Instituições pagarão auxílio funeral de R$ 1.278,66 à família do empregado falecido a partir de set/2025, exceto se houver seguro de vida, em até 15 dias após comprovação.","As instituições pagarão a partir de setembro/2025, o valor de RS 1.278,66 (Hum mil, duzentos e vinte e oito reais e sessenta e seis centavos) à família do empregado, em caso de falecimento deste, a título de auxílio funeral, no prazo de 15 (quinze) dias a contar da comunicação e apresentação do atestado de óbito. PARÁGRAFO ÚNICO — As instituições que oferecem seguro de vida estão desobrigadas ao pagamento do referido benetfício."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA QUARTA - UNIFORME","Instituições fornecerão dois uniformes completos por ano aos enfermeiros, caso o uso do uniforme seja exigido pela instituição.","As instituições fornecerão aos seus enfermeiros 02 (dois) uniformes completos por ano, desde que seja exigido pela Instituição a utilização do mesmo."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA QUINTA - ADICIONAL NOTURNO","Adicional noturno de 40% para instituições na capital e 35% no interior, aplicado ao trabalho entre 22h e 5h.","O adicional será pago na base de 40% (quarenta por cento) sobre o valor da hora normal trabalhada, para as instituições estabelecidas na capital e 35% (trinta e cinco por cento) para as instituições estabelecidas no interior. PARAGRAFO ÚNICO - Considera-se como trabalho noturno o realizado entre 22:00 às 05:00 horas."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA SEXTA - LIBERAÇÃO DE DIRIGENTE SINDICAL","Até dois dirigentes sindicais por instituição terão liberação remunerada para exercer suas funções.","Secretário, e mais 1 (um) diretor em pleno exercício, por Instituição, até o limite de 2 (dois), estejam liberados, sem prejuízo da sua remuneração."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA SÉTIMA - RELAÇÃO DOS EMPREGADOS","As instituições devem fornecer ao Sindicato dos Enfermeiros, em até 10 dias após descontos, as guias nominais das contribuições, que o Sindicato informará até julho.","As instituições colocarão à disposição do Sindicato dos Enfermeiros as cópias das guias de contribuição sindical e taxa assistencial com relação nominal, no prazo de 10 dias, após os descontos pertinentes. PARÁGRAFO ÚNICO - O Sindicato dos Enfermeiros enviará até o final de julho do ano vigente o valor da contribuição sindical dos enfermeiros para o Setor Pessoal das instituições, ficando a mesma responsável em aceitar a via com o valor designado por este Sindicato."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA OITAVA - CARGA HORÁRIA","Enfermeiros têm carga horária semanal de 36, 40 ou 44 horas, com salário proporcional e acordo entre as partes.","Fica assegurado aos enfermeiros a carga horária semanal de 36, 40 ou 44 horas, desde que respeitada a proporcionalidade dos respectivos salários e de acordo com a conveniência de ambas as partes."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA DÉCIMA NONA - ESCALA DE TRABALHO E INTERVALO INTRAJORNADA","Empregados podem cumprir carga semanal em plantões de 12, 24, 48 ou 72 horas, com intervalo de 1 hora a cada 12 horas, sem adicional por horas extras, desde que respeitada a carga mensal.","Os empregados com carga horária de 36, 40 ou 44 horas semanais poderão cumpri-la em plantão de 12 ou 24 horas, desde quando seja de conveniência dos respectivos serviços e respeitada à carga horária mensal contratual. PARÁGRAFO PRIMEIRO - Faculta-se ao empregador estabelecer a escala de trabalho de 12x36, 12x24 e 12x48 ou 24x72 e em escalas de plantão de 12 horas (Serviço Diurno/Serviço Noturno) em parte dos setores ou em todos os setores dos estabelecimentos vinculados a esta Convenção Coletiva de Trabalho observando-se: 1 — Para aqueles empregados que trabalharem sob as denominadas “escalas de plantão”, as 12 (doze) ou 24 (vinte e quatro) horas de prestação de serviço serão entendidas como horas normais, sobre as quais não haverá a incidência do adicional de horas extras referido na cláusula terceira desta CCT, inclusive no labor em dias considerados como domingos e feriados, ficando esclarecido igualmente que não serão caracterizadas e remuneradas como horas extras as horas trabalhadas na eventualidade de vir a ser ultrapassada a carga horária contratual e desde que o excesso de horas trabalhadas seja compensado na forma estabelecida no banco de horas. 2 -Fica assegurado para os trabalhadores que atuam em escalas de plantão um intervalo de 1 (uma) hora a cada 12 (doze) horas de trabalho, para repouso e refeição, a ser gozado na oportunidade indicada pela Instituição e compatível com a disponibilidade do serviço em execução (artigo 71 e parágrafos da CLT). 3 - As escalas de plantão de 12 horas (Serviço Diurno/Serviço Noturno) podem ocorrer em dias consecutivos, desde que se observe a carga horaria contratual, com as respectivas folgas previstas na semana. 4 - As instituições integrantes da categoria econômica que possuem refeitórios em suas unidades, ficam autorizadas a reduzir o intervalo intrajornada de que trata o artigo 71, S$ 3º da CLT, na forma do quanto disposto pela Portaria nº 1.095 do Ministério do Trabalho e Emprego — MTE, respeitado o limite mínimo exigido de 30 (trinta) minutos. PARÁGRAFO SEGUNDO - Aos trabalhadores que atuam eminentemente em escalas de plantão de 12 horas (Serviço diurno/Serviço noturno), que nao se confundem com os regimes de compensação 12x36, poderão cumprir suas jornadas diarias em turnos diferentes sem que isso caracterize turno initerrupto de revezamento. PARÁRAFO TERCEIRO - Excepcionalmente poderá ser admitido o plantão de 24 horas. PARÁGRAFO QUARTO - As partes acordam pela possibilidade de implantação do regime de trabalho de 12x24 e 12x48, de acordo com a carga horária contratada e se dará nos seguintes moldes: O trabalho será iniciado com uma jornada de 12h seguida de uma folga de 24h, no dia seguinte ocorrerá novo labor em jornada de 12h, acompanhada de uma folga de 48h. PARÁGRAFO QUINTO - As empresas permitirão trocas de escalas de serviços, todavia a efetividade da norma ora estabelecida deverá primar por critérios que não afetem a operacionalidade dos serviços de saúde integrantes da categoria e, para tanto deve ser observado o consenso entre as instituições e os trabalhadores. PARÁGRAFO SEXTO — Para a apuração das horas extras a serem pagas ou compensadas não serão levadas em consideração as trocas de plantão efetuadas entre os empregados, ainda que estas trocas impliquem em excesso a carga horária semanal. Serão permitidas ao empregado até 3(três) trocas de escalas por mês, podendo ser ampliado em mais 2 (duas) na hipótese de conveniência entre as partes, inclusive para a jornada de: 12X24, 12X36, 12X48, 24X72, escalas mistas (SD/SN), respeitando- se o descanso entre as jornadas, previsto no artigo 66 da CLT. PARÁGRAFO SÉTIMO — As instituições integrantes da categoria econômica representada pelo SINDIFIBA ficam autorizadas a funcionarem em domingos e feriados, devendo, entretanto, estabelecerem escalas de folgas compensatórias na forma estabelecida no banco de horas. PARÁGRAFO OITAVO — Conforme artigos 611 —A inciso XIIl (Acordos e Convenções Coletivas), e 189 e seguintes da CLT (Atividades Insalubres), fica estabelecido a todos abrangidos pela respectiva convenção coletiva, o trabalho e a prorrogação da jornada nas atividades descritas nos artigos supracitados."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA - CONTROLE DE JORNADA","Instituições podem usar sistemas eletrônicos alternativos para controle da jornada, conforme Portaria 373/2011 do MTE.","As instituições poderão adotar sistemas alternativos de controle da jornada de trabalho, eletrônico, conforme estabelece a Portaria 373 de 25/02/2011 - MTE."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA PRIMEIRA - GARANTIA DE EMPREGO PARA GESTANTES","Garantia de emprego à gestante durante a gestação e até cinco meses após o parto.","Fica concedida a garantia de emprego à gestante, até 5 (cinco) meses após o parto."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA SEGUNDA - ALIMENTAÇÃO","Enfermeiros em plantão de 12h por 36h de descanso receberão alimentação durante o período trabalhado.","Será concedida alimentação aos enfermeiros quando escalados no regime de plantão de 12 horas de trabalho por 36 horas de descanso."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA TERCEIRA - ACESSO DE DIRIGENTES SINDICAIS","Dirigentes sindicais, identificados, podem acessar locais e horários definidos pela diretoria para comunicar-se com funcionários.","Os dirigentes sindicais, mediante identificação, terão acesso a locais e horários previamente determinados pela diretoria da Instituição, para comunicar-se diretamente com os funcionários."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA QUARTA - PERICULOSIDADE","Empregados expostos a radiações ionizantes receberão adicional de periculosidade sobre o salário base, conforme a legislação vigente.","Será concedido aos empregados que trabalham sobre efeitos de radiações ionizantes, o adicional de periculosidade, incidindo este sobre o salário base correspondente, de conformidade com o que preceitua a legislação vigente."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA QUINTA - INSALUBRIDADE","Adicional de insalubridade será pago conforme a lei, calculado sobre o salário mínimo legal.","Será concedido, de acordo com a legislação vigente, tendo como base de cálculo o salário mínimo legal."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA SEXTA - HOMOLOGAÇÕES","Empregados desligados que desejarem homologar a rescisão no sindicato devem solicitar expressamente às instituições competentes.","Os empregados que forem desligados que desejarem fazer homologação no sindicato laboral deverão solicitar expressamente junto as instituições."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA SÉTIMA - ADICIONAL DE APERFEIÇOAMENTO","Enfermeiros com mestrado e/ou doutorado recebem adicional de 5% sobre o salário base, exceto os que ocupam cargos de coordenação e liderança.","Fica definido a título de “adicional de aperfeiçoamento” o índice de 5% (cinco por cento) do salário base inicial para os enfermeiros que comprovem o título de mestrado e/ou doutorado. PARÁGRAFO ÚNICO - Estão excluídos desse contexto os enfermeiros que ocupam cargo de coordenação e liderança."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA OITAVA - VALE TRANSPORTE","Vale transporte será concedido integralmente, quinzenal ou mensalmente, conforme a legislação vigente.","O vale transporte será concedido, quinzenal ou mensalmente de forma integral para os 15 (quinze) ou 30 (trinta) dias subsequentes, respectivamente de conformidade com a Legislação."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA VIGÉSIMA NONA - COMPROVANTE DE PAGAMENTO","As instituições devem fornecer comprovantes de pagamento detalhados aos empregados sem custo, inclusive via eletrônica; segunda via é solicitada diretamente pelo empregado.","Os comprovantes de pagamento ou contracheques deverão ser fornecidos e/ou disponibilizados pelas instituições aos seus empregados sem ônus para estes diretamente ou por meios eletrônicos, e emitidos de maneira que neles estejam discriminadas as parcelas pagas, inclusive o valor correspondente ao recolhimento do FGTS. PARÁGRAFO ÚNICO — Em caso de necessidade da segunda via o empregado deverá solicitar diretamente à Instituição."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA TRIGÉSIMA - BANCO DE HORAS","Instituições podem adotar banco de horas com compensação em até 6 meses, limite mensal igual à jornada semanal, controle pelo empregado e pagamento das horas não compensadas na rescisão.","As instituições integrantes da categoria econômica representadas pelo SINDIFIBA ficam autorizadas a adotar o sistema de compensação de horas trabalhadas, através do qual o excesso de horas trabalhadas em um ou mais dias possa ser compensado pela correspondente diminuição de jornada em outro dia, de maneira que não exceda, no prazo máximo de 6 (seis) meses. PARÁGRAFO PRIMEIRO - A partir de 03 (três) meses após a assinatura da presente Convenção, as instituições deverão disponibilizar aos empregados, informações sobre as horas trabalhadas no mês, possibilitando ao empregado controlar o número de horas a serem compensadas dentro da sistemática ora estabelecida. PARÁGRAFO SEGUNDO - O limite máximo mensal de horas suscetíveis de compensação não poderá exceder a carga horária semanal contratual. PARÁGRAFO TERCEIRO - Ficam as instituições autorizadas a utilizar-se da compensação no período destinado à concessão de férias, adicionando-se aos dias de férias, os dias correspondentes à compensação prevista. PARÁGRAFO QUARTO - As faltas assim como os atrasos injustificados serão descontados conforme legislação aplicável ou política Institucional. PARÁGRAFO QUINTO - Na hipótese de rescisão do contrato de trabalho, as horas trabalhadas e não compensadas serão pagas na rescisão."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA TRIGÉSIMA PRIMEIRA - EXAME MÉDICO","Empregadores devem fornecer resultados dos exames médicos aos empregados, que são obrigados a comparecer quando convocados, sob risco de sanções.","As instituições fornecerão aos empregados cópias dos resultados dos exames admissional, periódico e demissional. PARÁGRAFO ÚNICO - Ficam obrigados, os empregados, a comparecer à Medicina do Trabalho sempre que convocados. O empregado que quando convocado a realizar o exame médico periódico anual não comparecer, estará sujeito a sanções administrativas e legais."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA TRIGÉSIMA SEGUNDA - GARANTIA DE EMPREGO","Empregados com 10 anos de vínculo têm garantia de emprego ou indenização por 24 meses antes da aposentadoria, mediante comprovação e comunicação formal ao empregador.","Gozarão de garantia de emprego ou salário, assegurada a respectiva indenização caso não seja reintegrado, por situação de Pré-Aposentadoria, nas seguintes condições: PARÁGRAFO PRIMEIRO - Pré-Aposentadoria: para o empregado, por 24 (vinte e quatro) meses imediatamente anteriores à aquisição ao direito ao benefício de aposentadoria da previdência Social, respeitados os critérios estabelecidos pela legislação vigente e que tiverem o mínimo de 10 (dez) anos de vínculo empregatício ininterrupto com a mesma entidade empregadora, extinguindo-se automaticamente a presente garantia quando o empregado passar a fazer jus à aposentadoria; PARÁGRAFO SEGUNDO - Quanto aos Empregados na proximidade de aposentadoria, compreendidos no caput acima, de que trata esta cláusula, devem ser observadas as seguintes condições: a) As entidades empregadoras devem divulgar anualmente a seus empregados a necessidade de apresentar ao empregador comprovante que lhe dá o direito a estabilidade prevista nesta cláusula; b) A garantia somente será adquirida e passará a integrar o patrimônio jurídico do Empregado, a partir do recebimento, pela entidade empregadora, de comunicação escrita do Empregado, devidamente protocolada, de que reúne integralmente as condições previstas em qualquer das hipóteses determinadas pela Emenda Constitucional 103/2019, acompanhada dos documentos comprobatórios e desde que apresentada antes de qualquer comunicado de seu desligamento; c) Na vigência do contrato individual de trabalho, esta cláusula não se aplica aos Empregados que já tenham adquirido o direito ao benefício da aposentadoria, nos seus prazos mínimos e nos termos da lei previdenciária em vigor, inclusive suas alterações e ainda que não o tenham requerido junto ao INSS."
"SINDICATO NÃO IDENTIFICADO","2025-2026","CLÁUSULA TRIGÉSIMA TERCEIRA - IMPLEMENTAÇÃO DO PISO DE ENFERMAGEM - ADICIONAIS","Com a implementação do piso salarial da Lei 14.434/2022, instituições poderão ajustar adicionais e gratificações, e sindicatos reavaliarão a CCT em nova negociação.","As partes acordam que com a implementação e a obrigatoriedade do pagamento do piso para os trabalhadores abrangidos pela Lei nº 14.434/2022, decorrente do PL2564/2020, as instituições integrantes do segmento patronal, caso o montante mensal a lhes ser repassado pelo Poder Público Federal para fins de custeio do piso salarial, não venha a contemplar a integralidade das despesas e obrigações trabalhistas e previdenciárias respectivas e devidas, poderão promover a partir de então o pagamento das verbas de horas extras e adicional noturno com base nos percentuais legais, como também, até que uma nova regulamentação ocorra com o sindicato laboral, promover a interrupção do pagamento mensal da gratificação do setor especializado dos Enfermeiros. PARÁGRAFO ÚNICO — Os Sindicatos signatários desta CCT se comprometem a que, tão logo ocorra a implementação e pagamento do piso salarial referido no caput desta cláusula, voltar imediatamente à mesa de negociação para reavaliação das condições estabelecidas na CCT."
