"Sindicato","Convenção","Título da Cláusula","Resumo","Cláusula Completa"
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA VIGÉSIMA QUARTA - RELAÇÃO DE EMPREGADOS","Instituições devem fornecer ao sindicato, em até 15 dias após descontos, cópias das guias de contribuição sindical, taxa assistencial e relação dos descontos mensais dos associados.","As instituições colocarão a disposição do sindicato dos empregados as cópias das guias de contribuição sindical e taxa assistencial, no prazo de 15 (quinze) dias, após os descontos pertinentes, inclusive a relação dos descontos mensais dos associados."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA VIGÉSIMA QUINTA - CONVÊNIOS","Instituições podem firmar convênios para venda de produtos aos empregados, com desconto em folha, sem configurar salário indireto.","As instituições poderão firmar convênios com farmácias, óticas e drogarias para a venda e cobrança dos seus artigos e produtos, diretamente aos seus empregados e sob a total responsabilidade destes. PARÁGRAFO ÚNICO - As instituições poderão descontar na folha de pagamento de seus empregados os valores correspondentes ao quanto acima mencionado que em hipótese alguma configurará salário indireto."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA VIGÉSIMA SEXTA - CARGA HORÁRIA","A carga horária padrão é 36 horas semanais, podendo ser ampliada para 44 horas para novos ou atuais funcionários mediante acordo e homologação sindical.","A carga horária semanal de trabalho dos atendentes, auxiliares e técnicos em enfermagem é de 36 (trinta e seis) horas. PARAGRAFO ÚNICO - As partes acordam que com a implementação e a obrigatoriedade do pagamento do piso para os trabalhadores abrangidos pela Lei nº 14.434/2022, decorrente do PL 2564/2020, as instituições integrantes do seguimento patronal, poderão adotar jornada de 44 horas semanais da seguinte forma:/a(/ [P 1) De acordo com a conveniência de cada instituição para os novos contratados; 2) Paraos funcionários que já integram o quadro funcional, desde que estes manifestem sua vontade, fazendo através de carta de próprio punho, dirigida ao setor pessoal de cada instituição, sendo indispensável a homologação do sindicato laboral."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA VIGÉSIMA SÉTIMA - ESCALA DE TRABALHO","Empregados com cargas de 24 a 44h semanais podem cumprir escalas de plantão variadas, sem adicional de horas extras, com intervalo de 1h a cada 12h, respeitando a carga mensal.","Os empregados com carga horária semanal de 24, 36, 40 ou 44 horas poderão cumpri-la em escala de plantão de 6 horas, 8 horas, 12 horas ou 24 horas, desde quando seja de conveniência dos respectivos serviços e respeitada a carga horária mensal contratual. PARÁGRAFO PRIMEIRO — Faculta-se ao empregador estabelecer a escala de trabalho de 12x36, 12x24 e 12x48 ou 24x72 e em escalas de plantão de 12 horas (Serviço Diurno/Serviço Noturno) em parte dos setores ou em todos os setores dos estabelecimentos vinculados a esta Convenção Coletiva de Trabalho observando-se: 1 — Para aqueles empregados que trabalharem sob as denominadas “escalas de plantão”, as 12 (doze) ou 24 (vinte e quatro) horas de prestação de serviço serão entendidas como horas normais, sobre as quais não haverá a incidência do adicional de horas extras referido na cláusula sexta desta CCT, inclusive no labor em dias considerados como domingos e feriados, ficando esclarecido igualmente que não serão caracterizadas e remuneradas como horas extras as horas trabalhadas na eventualidade de vir a ser ultrapassada a carga horária contratual e desde que o excesso de horas trabalhadas seja compensado na forma estabelecida no banco de horas. 2 - Fica assegurado para os trabalhadores que atuam em escalas de plantão um intervalo de 1 (uma) hora a cada 12 (doze) horas de trabalho, para repouso e refeição, a ser gozado na oportunidade indicada pela Instituição e compatível com a disponibilidade do serviço em execução (artigo 71 e parágrafos da CLT). 3 — Aos trabalhadores que atuam eminentemente em escalas de plantão de 12 horas (Serviço Diurno/Serviço Noturno), que não se confundem com os regimes de compensação 12x36, 12x24 ou 12x48, poderão cumprir suas jornadas diárias em turnos diferentes sem que isso caracterize turno ininterrupto de revezamento. 4- As escalas de plantão de 12 horas (Serviço Diurno/Serviço Noturno) podem ocorrer em dias consecutivos, desde que se observe a carga horaria contratual, com as respectivas folgas previstas na seman% 5- As instituições integrantes da categoria econômica que possuem refeitórios em suas unidades, ficam autorizadas a reduzir o intervalo intrajornada de que trata o artigo 71, 8 3º da CLT, na forma do quanto disposto pela Portaria nº 1.095 do Ministério do Trabalho e Emprego — MTE, respeitado o limite mínimo exigido de 30 (trinta) minutos. PARÁGRAFO SEGUNDO - Excepcionalmente poderá ser admitido o plantão de 24 horas. PARÁGRAFO TERCEIRO — As partes acordam pela possibilidade de implantação do regime de trabalho de 12x24 e 12x48, de acordo com a carga horária contratada e se dará nos seguintes moldes: O trabalho será iniciado com uma jornada de 12h seguida de uma folga de 24h, no dia seguinte ocorrerá novo labor em jornada de 12h, acompanhada de uma folga de 48h. PARÁGRAFO QUARTO — Para a apuração das horas extras a serem pagas ou compensadas não serão levadas em consideração as trocas de plantão efetuadas entre os empregados, ainda que estas trocas impliquem em excesso a carga horária semanal. As instituições permitirão por conveniência Instituiçãorial e consenso entre as partes o limite máximo de 5 (cinco) trocas por mês, inclusive para as jornadas de 12x36, 12x24 e 12x48, escalas mistas (Serviço Diurno/Serviço Noturno), devendo obedecer a política interna de cada Instituição, a troca de plantão somente poderá ser realizada caso o empregado tenha descansado, no mínimo, onze horas consecutivas. PARÁGRAFO QUINTO — As instituições integrantes da categoria econômica representada pelo SINDIFIBA ficam autorizadas a funcionarem em domingos e feriados, devendo, entretanto, estabelecerem escalas de folgas compensatórias na forma estabelecida no banco de horas. PARÁGRAFO SEXTO — Conforme artigos 611 —A inciso XII (Acordos e Convenções Coletivas), e 189 e seguintes da CLT (Atividades Insalubres), fica estabelecido a todos abrangidos pela respectiva convenção coletiva, o trabalho e a prorrogação da jornada nas atividades descritas nos artigos supracitados."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA VIGÉSIMA OITAVA - PRORROGAÇÃO DE JORNADA","As instituições podem prorrogar e compensar jornada com horas extras, desde que haja prévia concordância do empregado.","Fica assegurado pelas instituições o direito de prorrogação e compensação para efeito de horas extras entre os integrantes da categoria, com prévia anuência do empregado."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA VIGÉSIMA NONA - COMPENSAÇÃO - SÁBADOS/DOMINGOS","Instituições podem compensar horas trabalhadas em sábados/domingos com acréscimo em dias úteis, respeitando a carga semanal de 44 horas no mesmo ou no mês seguinte.","As instituições poderão compensar o dia de sábado e/ou domingo com o acréscimo correspondente de horas durante a semana, dentro do próprio mês ou, mês subsequente, observada sempre a carga horária semanal de 44 horas/Ú(/"
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA - BANCO DE HORAS","Instituições podem adotar banco de horas com compensação em até 12 meses, limite mensal igual à jornada semanal, controle pelo empregado e pagamento das horas não compensadas na rescisão.","PARÁGRAFO PRIMEIRO — As instituições integrantes da categoria econômica representadas pelo SINDIFIBA ficam autorizadas a adotar o sistema de compensação de horas trabalhadas, através do qual o excesso de horas trabalhadas em um ou mais dias possa ser compensado pela correspondente diminuição de jornada em outro dia, de maneira que não exceda, excepcionalmente nesta convenção no prazo máximo de 12 (doze) meses, inclusive os abrangidos pelas jornadas especiais estabelecida em lei. PARÁGRAFO SEGUNDO - A partir de 03 (três) meses após a assinatura da presente Convenção, as instituições deverão disponibilizar aos empregados, informações sobre as horas trabalhadas no mês, possibilitando ao empregado controlar o número de horas a serem compensadas dentro da sistemática ora estabelecida, PARÁGRAFO TERCEIRO — O limite máximo mensal de horas suscetíveis de compensação não poderá exceder a carga horária semanal contratual. PARÁGRAFO QUARTO - Ficam as instituições autorizadas a utilizar-se da compensação no período destinado à concessão de férias, adicionando-se aos dias de férias, os dias correspondentes à compensação prevista. PARÁGRAFO QUINTO - As faltas assim como os atrasos injustificados serão descontados conforme legislação aplicável ou, dependendo de aprovação da chefia, compensados, mediante solicitação do empregado. PARÁGRAFO SEXTO — Na hipótese de rescisão do contrato de trabalho, as horas trabalhadas e não compensadas serão pagas na rescisão."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA PRIMEIRA - CONTROLE DE JORNADA","Instituições podem usar sistemas eletrônicos alternativos para controle da jornada, conforme Portaria 373/2011 do MTE.","As instituições poderão adotar sistemas alternativos de controle da jornada de trabalho, eletrônico, conforme estabelece a Portaria 373 de 25/02/2011-MTE."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA SEGUNDA - GARANTIA DE EMPREGO","Empregados com 10 anos de vínculo têm garantia de emprego ou indenização por 24 meses antes da aposentadoria, mediante comprovação e comunicação prévia ao empregador.","Gozarão de garantia de emprego ou salário, assegurada a respectiva indenização caso não seja reintegrado, por situação de Pré-Aposentadoria, nas seguintes condições: PARÁGRAFO PRIMEIRO - Pré-Aposentadoria: para o empregado, por 24 (vinte e quatro) meses imediatamente anteriores à aquisição ao direito ao benefício de aposentadoria da previdência Social, respeitados os critérios estabelecidos pela legislação vigente, aos Empregados e que tiverem o mínimo de 10 (dez) anos de vínculo empregatício ininterrupto com a mesma entidade empregadora, extinguindo-se automaticamente a presente garantia quando o empregado passar a fazer jus à aposentadoriW , PARÁGRAFO SEGUNDO - Quanto aos Empregados na proximidade de aposentadoria, compreendidos no caput acima, de que trata esta cláusula, devem ser observadas as seguintes condições: a) As entidades empregadoras devem divulgar anualmente a seus empregados a necessidade de apresentar ao empregador comprovante que lhe dá o direito a estabilidade prevista nesta cláusula; b) A garantia somente será adquirida e passará a integrar o patrimônio jurídico do Empregado, a partir do recebimento, pela entidade empregadora, de comunicação escrita do Empregado, devidamente protocolada, sem efeito retroativo, de que reúne integralmente as condições previstas em qualquer das hipóteses determinadas pela Emenda Constitucional 103/2019, acompanhada dos documentos comprobatórios e desde que apresentada antes de qualquer comunicado de seu desligamento; c) Na vigência do contrato individual de trabalho, esta cláusula não se aplica aos Empregados que já tenham adquirido o direito ao benefício da aposentadoria, nos seus prazos mínimos e nos termos da lei previdenciária em vigor, inclusive suas alterações e ainda que não o tenham requerido junto ao INSS."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA TERCEIRA - GARANTIA DE EMPREGO DA GESTANTE","Empregadas gestantes têm garantia de emprego desde a comunicação da gravidez até 60 dias após a licença, com anulação do aviso prévio se comprovada a gestação.","Empregadas gestantes terão o emprego garantido, desde a comunicação da gravidez, com a apresentação do atestado médico oficial, até 60 (sessenta) dias após o término da licença previdenciária. PARÁGRAFO PRIMEIRO - A empregada que, estando grávida, receber aviso prévio, deverá no curso do mesmo, apresentar atestado médico comprobatório da gravidez ao setor de pessoal devendo a Instituição tornar sem efeito o dito aviso prévio. PARÁGRAFO SEGUNDO - Na hipótese do aviso prévio ser indenizado, a comprovação de que trata o parágrafo anterior deverá efetuar-se antes de ser concretizado o efetivo desligamento da gestante, para fins de continuação no emprego."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA QUARTA - ALIMENTAÇÃO","Instituições com refeitórios devem fornecer alimentação gratuita a empregados em plantão de 12h, sem integrar salário, mantendo benefícios já praticados.","As instituições que possuem refeitórios fornecerão aos seus empregados, que laboram em regime de plantão de 12 (doze) horas, alimentação gratuita, desde que seja do seu interesse o cumprimento desta jornada./ó)(_, PARÁGRAFO PRIMEIRO - As instituições que já praticam o benefício da alimentação permanecerão concedendo na forma ora vigente, inclusive no que se refere a ceia e desjejum dos plantões noturnos. PARÁGRAFO SEGUNDO - O fornecimento de tal alimentação não configura salário indireto e não integrará, o salário do empregado que a receba, para qualquer fim."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA QUINTA - VALE TRANSPORTE","Vale transporte será concedido integralmente, quinzenal ou mensalmente, conforme os 15 ou 30 dias subsequentes, em conformidade com a legislação.","O vale transporte será concedido, quinzenal ou mensalmente de forma integral para os 15 (quinze) ou 30 (trinta) dias subsequentes, respectivamente de conformidade com a Legislação."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA SEXTA - ACESSO DE DIRIGENTE SINDICAL","Dirigentes sindicais, com identificação, têm acesso a locais definidos para comunicação com empregados.","Os dirigentes sindicais, mediante identificação, terão acesso aos locais previamente determinados para comunicação com os empregados."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA SÉTIMA - DESEMPENHO PROFISSIONAL","Profissionais de saúde devem atuar com empenho, dedicação e zelo, contribuindo para a melhoria do ambiente e das condições de trabalho.","Os profissionais da área de saúde deverão empregar no desempenho das suas atividades o máximo de seu empenho, dedicação e zelo, contribuindo sempre naquilo que lhe seja possível, para a melhoria do ambiente e condições de trabalho."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA OITAVA - CONDUÇÃO","Tempo de percurso em condução gratuita esporádica fornecida pela empresa não será computado como hora in-itinere nem salário utilidade.","No caso da Instituição fornecer gratuitamente condução para transporte do empregado, do trabalho para casa e vice-versa, esporadicamente por ocasião de eventos anormais, esse tempo de percurso não será considerado para efeito de hora in-itinere, nem será considerado salário utilidade."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA TRIGÉSIMA NONA - MÉDIA DAS COMISSÕES","Cálculos de rescisão, férias e 13º salário para trabalhadores com comissão considerarão a média dos últimos quatro meses.","Os cálculos indenizatórios da rescisão de contrato de trabalho, bem como o pagamento das férias e do décimo terceiro salário, serão efetuados para os trabalhadores que percebem comissões, levando-se em conta a média dos últimos quatro meses."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA - DATA BASE","A data base da categoria é 1º de maio, e 12 de maio é data comemorativa sem paralisação das atividades.","A data base da categoria fica mantida em 1º de maio, reconhecendo-se o dia 12 de maio como data comemorativa da categoria, sem que haja paralisação das atividades que se processarão normalmente."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA PRIMEIRA - ELEIÇÃO DA CIPA","Instituições devem comunicar ao sindicato com 30 dias de antecedência a eleição da CIPA, sob pena de nulidade.","As instituições comunicarão ao sindicato profissional com antecedência de 30 dias a realização da eleição para CIPA, sob pena de nulidade%e/ Ó"
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA SEGUNDA - DESCONTOS","Instituições podem descontar em folha parcelas autorizadas pelo trabalhador, além das contribuições sindicais, exceto conforme previsto na cláusula sexta.","As instituições poderão descontar, em folha, além das contribuições sindicais, outras parcelas que sejam do interesse do trabalhador, desde que devidamente autorizadas, ressalvada, quanto à manifestação do empregado, a hipótese prevista na cláusula sexta desta convenção."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA TERCEIRA - CARTA DE REFERÊNCIA","Empregados desligados sem justa causa receberão carta de referência no momento da rescisão do contrato.","Em casos de desligamento de empregados, sem justa causa, as instituições entregarão aos empregados carta de referência no ato da rescisão do Contrato de Trabalho."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA QUARTA - PIS","Instituições com mais de 50 empregados devem firmar convênio com a Caixa para pagamento do PIS via folha de pagamento.","As instituições com mais de 50 empregados firmarão convênio com a Caixa Econômica Federal para pagamento do PIS em suas respectivas folhas de pagamento."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA QUINTA - EXAME MÉDICO","Empregados receberão cópias dos exames médicos e devem comparecer às convocações, com o SINDISAÚDE promovendo conscientização.","As instituições fornecerão aos empregados cópias dos resultados dos exames admissional, periódico e demissional desde quando solicitado pelo empregado. PARÁGRAFO ÚNICO — Ficam obrigados, os empregados, a comparecer à Medicina do Trabalho sempre que convocados. Ficando o SINDISAÚDE responsável em realizar um trabalho de conscientização junto à categoria."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA SEXTA - CONTRATO POR PRAZO DETERMINADO","Autorizada contratação por prazo determinado até 2 anos, com indenizações proporcionais em rescisões antecipadas e multa de 1 salário mínimo por descumprimento.","Fica autorizada a contratação de empregados por prazo determinado, na forma estabelecida pela Lei 9.601/98 e Decreto 2.490/98, e, esta prorrogação poderá variar quanto a sua duração, independente do prazo pelo qual tenha sido inicialmente contratado o empregado, desde que não seja ultrapassado o prazo máximo de 02 (dois) anos, contados a partir da primeira contratação. PARÁGRAFO PRIMEIRO — No caso de rescisão antecipada, por iniciativa do empregador, será devido ao empregado, uma indenização correspondente a 30% (trinta por cento) dos salários a que teria direito até o término do contrato de trabalho. Por força da Lei nº 9.601/98, art. 1º, & 1º, |, não se aplicará na hipótese o art. 479, da CLT. PARÁGRAFO SEGUNDO - No caso de rescisão antecipada por iniciativa do empregado, será devido ao empregador uma indenização correspondente a 10% (dez por cento) dos salários a que ele teria direito até o término do contrato de trabalho, autorizando-se desde já o abatiment/odk/ desse valor na rescisão contratual. Por força da Lei nº 9.601/98, art. 1º, 8 1º, |, não se aplicará na hipótese o art. 480, da CLT. PARÁGRAFO TERCEIRO - Em caso de descumprimento desta cláusula importará multa equivalente a um salário mínimo, em favor da parte prejudicada."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA SÉTIMA - NÃO CUMULATIVIDADE","Vantagens previstas na convenção não se acumulam, prevalecendo sempre as condições mais favoráveis aos empregados.","As vantagens contempladas nesta convenção, se regulamentadas por lei, não serão cumulativas, prevalecendo sempre às condições mais benéficas para os empregados."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA OITAVA - SINDIFIBA E SINDISAÚDE (COMISSÃO)","Comissão paritária de 6 membros discutirá trimestralmente, por 180 dias, possíveis aditivos à CCT sobre piso salarial, adicionais, multas, insalubridade, gratificações e jornada.","Nomeiam a comissão paritária de 06 (seis) membros, composta de 03 (três) representantes dos trabalhadores e igual número de representantes das instituições integrantes da categoria econômica com a finalidade especifica de reunir-se trimestralmente visando a discussão a respeito da possibilidade de implantação de PISO SALARIAL, REGULAMENTAÇÃO DO PAGAMENTO DE ADICIONAL NOTURNO, NORMATIZAÇÃO DE DESCONTO DE TAXA ASSISTENCIAL, IMPLANTAÇÃO DE MULTA NORMATIVA E MULTA POR INADIMPLÊNCIA SALARIAL, DETERMINAÇÃO DA BASE DE CÁLCULO DE INSALUBRIDADE, GRATIFICAÇÃO DE SETOR ESPECIALIZADO E JORNADA DE TRABALHO. Esta Comissão terá o prazo de 180 (cento e oitenta) dias a contar da assinatura desta Convenção, para emitir parecer sobre a possibilidade ou não de aditamento a presente norma coletiva, com a inserção de cláusulas cujo conteúdo seja o resultado dos estudos desenvolvidos pelo grupo de trabalho."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUADRAGÉSIMA NONA - COMBATE AO ASSÉDIO MORAL E SEXUAL","Sindicato e empregadores comprometem-se a prevenir e combater assédio moral, sexual e racismo no trabalho, apurando denúncias e promovendo ambiente saudável.","As entidades sindicais convenentes da convenção coletiva reafirmam seus propósitos de combate ao assédio moral e assédio sexual, conforme Lei no 10.224, de 15 de maio de 2001 e disposições da Convenção no 111 da Organização Internacional do Trabalho (OIT), bem como combate ao racismo. Dessa forma as partes se comprometem, paritariamente e de forma negociada, a combater qualquer tipo de assédio moral, sexual ou racismo dentro do local de trabalho, apurando denúncias e focando na prevenção efetiva dos conflitos."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUINQUAGÉSIMA - IMPLEMENTAÇÃO DO PISO DE ENFERMAGEM - ADICIONAIS","Instituições podem ajustar adicionais e suspender gratificações de enfermagem se repasse público não cobrir o piso salarial, com reavaliação futura em negociação sindical.","As partes acordam que com a implementação e a obrigatoriedade do pagamento do piso para os trabalhadores abrangidos pela Lei nº 14.434/2022, decorrente do PL 2564/2020, as instituições//(/ integrantes do segmento patronal, caso o montante mensal a lhes ser repassado pelo Poder Público Federal para fins de custeio do piso salarial, não venha a contemplar a integralidade das despesas e obrigações trabalhistas e previdenciárias respectivas e devidas, poderão promover a partir de então o pagamento das verbas de horas extras e adicional noturno com base nos percentuais legais, como também, até que uma nova regulamentação ocorra com o sindicato laboral, promover a interrupção do pagamento mensal da gratificação do setor especializado dos Auxiliares e Técnicos de Enfermagem. PARÁGRAFO ÚNICO — Os Sindicatos signatários desta CCT se comprometem a que, tão logo ocorra a implementação e pagamento do piso salarial referido no caput desta cláusula, voltar imediatamente à mesa de negociação para reavaliação das condições estabelecidas na CCT."
"SINDICATO DOS TRABALHADORES EM SANTAS CASAS, ENTIDADES FILANTRÓPICAS, BENEFICENTES E RELIGIOSAS EM ESTABELECIMENTOS DE SERVIÇOS DE SAÚDE DO ESTADO DA BAHIA — SINDISAÚDE","2025-2027","CLÁUSULA QUINQUAGÉSIMA PRIMEIRA - REPOUSO SEMANAL REMUNERADO.","O repouso semanal remunerado será preferencialmente aos domingos, com pelo menos um domingo de descanso a cada quatro semanas, respeitando a legislação e necessidades operacionais.","O repouso semanal remunerado será concedido preferencialmente aos domingos e deverá coincidir com este dia, no mínimo, uma vez dentro do período máximo de quatro semanas, para todos os empregados, sem distinção de gênero, observadas as demais normas de proteção ao trabalho. PARÁGRAFO PRIMEIRO — Não será obrigatória a organização de escala de revezamento quinzenal aos domingos, nos termos do art. 386 da CLT, sendo admitido o trabalho aos domingos, em razão das necessidades operacionais das instituições. PARÁGRAFO SEGUNDO — As partes declaram que a presente cláusula, em conjunto com as demais disposições desta Convenção sobre jornada e escalas de trabalho, observa integralmente os direitos ao repouso semanal remunerado previstos na legislação trabalhista, sem distinção de gênero, de forma a favorecer os interesses das mulheres desta categoria."
