Sindicato,Convenção,Título da Cláusula,Resumo,Cláusula Completa
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA DÉCIMA OITAVA - ADICIONAL DE PERICULOSIDADE,"Garante adicional aos que trabalham em atividades perigosas","Adicional será devido quando houver enquadramento legal em atividades perigosas, conforme legislação e laudo técnico."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA DÉCIMA NONA - AUXÍLIO FUNERAL,"Prevê fundo funeral obrigatório","FUNDO FUNERAL obrigatório pelas empresas, cobrindo eventos previstos de todos os empregados registrados."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA - VALE-REFEIÇÃO/ALIMENTAÇÃO,"Obriga empresa com mais de 10 empregados a fornecer vale-refeição","Empresas com mais de 10 empregados devem fornecer vale-refeição diário de valor definido em acordo."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA PRIMEIRA - CONVÊNIOS,"Faculta empresa a firmar convênios médicos ou odontológicos","Empregadores podem firmar convênios médicos, odontológicos ou similares em benefício dos empregados se a maioria aceitar, sendo facultativo o desconto em folha."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA SEGUNDA - UNIFORMES,"Determina fornecimento gratuito de uniforme quando exigido","Empregador fornecerá uniforme gratuitamente quando for exigido o uso, exceto acessórios pessoais."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA TERCEIRA - CARTA DE REFERÊNCIA,"Obriga fornecimento de carta de referência a pedido de empregado demitido","Empregado demitido sem justa causa ou por término de contrato tem direito a carta de referência indicando período e função."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA QUARTA - DISPENSA DE AVISO PRÉVIO DISPENSA EM NOVO EMPREGO,"Prevê dispensa do cumprimento do aviso prévio se o trabalhador apresentar novo contrato","Empregado que obtiver novo emprego durante aviso prévio será liberado do cumprimento do restante do prazo."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA QUINTA - ESTABILIDADE AO MILITAR,"Prevê estabilidade ao empregado em serviço militar obrigatório do início até 30 dias após baixa","Empregado convocado ao serviço militar obrigatório tem estabilidade de contratação até 30 dias após baixa."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA SEXTA - ESTABILIDADE POR ACIDENTE DE TRABALHO,"Prevê estabilidade de 12 meses ao acidentado","Empregado acidentado tem garantia de emprego por 12 meses após licença pelo INSS."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA SÉTIMA - ESTABILIDADE DA GESTANTE,"Prevê estabilidade à gestante da confirmação até 5 meses após parto","Empregada gestante goza de estabilidade da confirmação até 5 meses após parto; deve informar a gravidez formalmente."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA OITAVA - ESTABILIDADE PRÉ-APOSENTADORIA,"Prevê estabilidade de 12 meses ao que comprovar estar a 12 meses da aposentadoria","Empregado com mais de 5 anos na empresa e a 12 meses da aposentadoria tem garantia de estabilidade nesse período, mediante comunicação formal ao empregador."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA VIGÉSIMA NONA - ESTABILIDADE DO DIRIGENTE SINDICAL,"Garante estabilidade ao dirigente sindical durante o exercício do mandato e até 1 ano após o término","O dirigente sindical tem estabilidade provisória durante o exercício do mandato e até 1 ano após o seu término, exceto por falta grave nos termos da CLT."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA - LICENÇA MATERNIDADE,"Assegura licença maternidade de 120 dias, prorrogáveis conforme lei","Empregada gestante terá direito a licença de 120 dias, prorrogada nos termos da legislação vigente."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA PRIMEIRA - LICENÇA LUTO,"Concede até 5 dias em caso de falecimento de familiares diretos","Empregado terá direito a 5 dias corridos de licença em caso de falecimento de pais, filhos, cônjuge ou dependente; para outros casos, aplica-se o previsto na CLT."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA SEGUNDA - LICENÇA CASAMENTO,"Concede 3 dias consecutivos de licença remunerada em caso de casamento","O empregado fará jus a 3 dias consecutivos de licença remunerada pelo casamento civil ou religioso."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA TERCEIRA - LICENÇA PATERNIDADE,"Concede 5 dias corridos de licença ao pai a partir do nascimento do filho","O empregado terá direito a 5 dias de licença paternidade a contar do nascimento ou adoção do filho."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA QUARTA - LICENÇA PARA DOADOR DE SANGUE,"Assegura até 1 dia por semestre para doação de sangue","Empregado tem direito a 1 dia de afastamento sem prejuízo de salários, uma vez por semestre, para doar sangue."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA QUINTA - LICENÇA ELEITORAL,"Garante ausência remunerada por 1 dia para regularização de título","1 dia de afastamento por semestre sem prejuízo de salários para regularização do título de eleitor."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA SEXTA - ABONO DE HORAS AO ESTUDANTE,"Permite saída antecipada para provas e exames escolares","Abono de horas ao estudante empregado, mediante prévia comunicação, para realização de provas regulares ou exames oficiais."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA SÉTIMA - CONTRATO DE EXPERIÊNCIA,"Limita prazos para contrato de experiência","O contrato de experiência será de até 90 dias, podendo ser prorrogado uma vez, respeitado o limite legal."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA OITAVA - CONTRATO INTERMITENTE,"Regras específicas para contratação intermitente","O contrato de trabalho intermitente respeitará os prazos e direitos previstos em lei, incluindo férias, FGTS, 13º salário e verbas rescisórias proporcionais."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA TRIGÉSIMA NONA - CONTRATO DE TEMPO PARCIAL,"Autoriza contrato em tempo parcial, com direitos proporcionais","Admite contratação em tempo parcial conforme CLT, com férias, 13º e demais direitos proporcionais."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA - ATESTADOS MÉDICOS,"Reconhecimento de atestados expedidos por médicos do SUS, sindicato e empresas conveniadas","Empregador reconhecerá atestados médicos e odontológicos expedidos pelo SUS, pelo sindicato e por profissionais conveniados."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA PRIMEIRA - FORNECIMENTO DE MEDICAMENTOS,"Faculta descontos e/ou doação de medicamentos ao empregado","Empresas podem conceder descontos ou doar medicamentos fabricados ou comercializados, a critério e dentro das normas sanitárias."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA SEGUNDA - EXAMES MÉDICOS,"O empregador garante realização de exames conforme legislação vigente","Contratação, demissão e retorno ao trabalho condicionados à realização dos exames médicos obrigatórios."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA TERCEIRA - SEGURANÇA E SAÚDE NO TRABALHO,"Prevê cursos, utilização de equipamentos e fornecimento de itens de segurança obrigatórios","Treinamentos e fornecimento de equipamentos de proteção individual serão custeados pela empresa quando obrigatórios."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA QUARTA - RESERVA DE EMPREGOS PARA PCD,"Reserva percentual mínimo de vagas para pessoas com deficiência","As empresas obedecerão à legislação específica quanto à reserva de vagas para pessoas com deficiência."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA QUINTA - QUADRO DE AVISOS,"Sindicato pode fixar comunicados em quadro de avisos interno","Empresas permitirão afixação de comunicados oficiais do sindicato em local visível e previamente acordado."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA SEXTA - CONTRIBUIÇÃO ASSISTENCIAL,"Regras para desconto e forma de oposição à contribuição assistencial","Contribuição assistencial prevista, com direito do empregado a apresentar oposição por escrito em 10 dias após publicação da convenção, conforme edital sindical."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA SÉTIMA - CONTRIBUIÇÃO NEGOCIAL,"Regula contribuição negocial para custear negociações coletivas","Empregadores descontarão a contribuição negocial prevista em assembleia, respeitado direito de oposição."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA OITAVA - CONTRIBUIÇÃO CONFEDERATIVA,"Define critérios para contribuição confederativa","Contribuição confederativa prevista em assembleia ou estatuto, respeitando liberdade sindical e direito de oposição."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUADRAGÉSIMA NONA - REUNIÕES ENTRE AS PARTES,"Estabelece reuniões quadrimestrais entre sindicato e empresa para tratar de questões coletivas","Sindicatos e representantes das empresas se comprometem a reuniões a cada 4 meses para discutir questões econômicas e sociais da categoria."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUINQUAGÉSIMA - MEDIAÇÃO E SOLUÇÃO DE CONFLITOS,"Estímulo à mediação prévia de conflitos trabalhistas","As partes comprometem-se a buscar a mediação antes de recorrer ao Poder Judiciário em caso de conflito coletivo."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUINQUAGÉSIMA PRIMEIRA - RECURSOS ADMINISTRATIVOS,"Determina critérios e prazos claros para recursos em processos administrativos internos","Recursos administrativos de empregados e empregadores serão apreciados levando em conta boa-fé, com decisão fundamentada."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUINQUAGÉSIMA SEGUNDA - MULTA POR DESCUMPRIMENTO,"Estipula multa de R$350,00 por irregularidade na convenção","Descumprimento de cláusula convencionada sujeita a empresa à multa de R$350,00 por ação, revertida para a parte prejudicada."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUINQUAGÉSIMA TERCEIRA - ADITAMENTOS E ACORDOS INDIVIDUAIS,"Permite firmar aditamentos e acordos para ampliar ou restringir direitos","Sindicatos e empresas poderão firmar aditamentos ou acordos coletivos para detalhar cláusulas ou alterar direitos, mediante acordo mútuo."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUINQUAGÉSIMA QUARTA - NEGOCIAÇÃO PERMANENTE,"Cria canal permanente de negociação quadrimensal","As partes realizarão negociações a cada 4 meses ou em caso de necessidade extraordinária para rever cláusulas econômicas."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUINQUAGÉSIMA QUINTA - FORO,"Elege foro da Comarca de Maringá para dirimir dúvidas","Fica eleito o foro da Comarca de Maringá para solucionar eventuais dúvidas decorrentes da presente convenção."
FARMACÊUTICOS,MARINGA 2023,CLÁUSULA QUINQUAGÉSIMA SEXTA - DISPOSIÇÕES FINAIS,"Estabelece validade, abrangência e publicação da convenção","Esta convenção terá validade e eficácia nos termos nela definidos, sendo publicada e registrada nos órgãos competentes."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA PRIMEIRA - VIGÊNCIA E DATA-BASE,"Define o período de vigência da convenção e data-base da categoria.","As partes fixam a vigência da presente Convenção Coletiva de Trabalho no período de 01º de maio de 2025 a 30 de abril de 2026 e a data-base da categoria em 01º de maio."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA SEGUNDA - ABRANGÊNCIA,"Especifica municípios abrangidos para aplicação da convenção aos profissionais da categoria.","A presente Convenção Coletiva de Trabalho abrangerá a(s) categoria(s) FISIOTERAPEUTAS E TERAPEUTAS OCUPACIONAIS, com abrangência territorial em Astorga/PR, Atalaia/PR, Colorado/PR, Doutor Camargo/PR, Floraí/PR, Floresta/PR, Flórida/PR, Iguaraçu/PR, Itambé/PR, Ivatuba/PR, Lobato/PR, Mandaguaçu/PR, Mandaguari/PR, Marialva/PR, Maringá/PR, Munhoz de Melo/PR, Nossa Senhora das Graças/PR, Ourizona/PR, Paiçandu/PR, Presidente Castelo Branco/PR, Santa Fé/PR, Santa Inês/PR, Santo Inácio/PR, São Jorge do Ivaí/PR e Sarandi/PR."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA TERCEIRA - PISO DA CATEGORIA E REAJUSTE SALARIAL,"Define o piso para 30h/semana e os percentuais de reajuste por faixa salarial, além de condições para retroativos e compensações.","Para uma jornada de 30 horas semanais (Lei n. 8856/94), fica acordado que nenhum fisioterapeuta ou terapeuta ocupacional poderá receber valor inferior a: a) De 01/05/2025 a 31/08/2025: R$ 2.646,07; b) A partir de 01/09/2025: R$ 2.718,51. Parágrafo Primeiro: Os salários superiores aos pisos serão reajustados assim: I) Até R$10.000,00: Reajuste de 5,82%, sendo 3% em maio e 2,82% em setembro, aplicados diretamente sobre o salário de abril/2025. II) Entre R$10.000,01 e R$16.314,82: Reajuste de 3,82%, sendo 2% em maio e 1,82% em setembro, aplicados sobre o salário de abril/2025. III) Acima de R$16.314,82: livre negociação. Parágrafo Segundo: Eventuais retroativos do piso e salário devem ser pagos na folha subsequente ao fechamento da CCT. Parágrafo Terceiro: Serão compensados todos os reajustes e antecipações salariais concedidas a partir de maio/2025. Parágrafo Quarto: Não serão compensados aumentos decorrentes de promoção, transferência, equiparação salarial, implemento de idade, mérito e fim de contrato de aprendizagem, bem como integração de horas extras."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA QUARTA - PAGAMENTO DAS VERBAS RESCISÓRIAS,"Estabelece prazo de até 10 dias para pagamento das verbas rescisórias, antecipando para o último dia útil em caso de final de semana ou feriado.","O pagamento das verbas rescisórias deverá ser feito, sem qualquer acréscimo, até o décimo dia legal; se recair em sábado, domingo ou feriado, deve ser realizado até o último dia útil anterior."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA QUINTA - COMPROVANTES DE PAGAMENTO,"Obriga fornecimento de detalhamento de pagamento, inclusive digital, e físico mediante solicitação; salário pago até 5º dia útil.","Discriminando as importâncias da remuneração e os respectivos descontos efetuados, inclusive o valor a ser recolhido ao FGTS. Parágrafo Primeiro: A obrigação do caput pode ser suprida por meio eletrônico, através de e-mail, sistemas ou outra forma de acesso via internet disponibilizada ao trabalhador de forma individual. Caso haja solicitação fundamentada do trabalhador com prazo mínimo de 48 horas, o documento deve ser disponibilizado em formato físico, excepcionalmente no mês do pedido. Parágrafo Segundo: As empresas pagarão os salários e todas as verbas que compõem a remuneração do empregado até o 5º (quinto) dia útil do mês subsequente ao trabalhado."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA SEXTA - ERRO NA FOLHA DE PAGAMENTO,"Determina prazo de até 3 dias úteis para complementar diferenças salariais reconhecidas.","No caso de ocorrência inequívoca de diferença de salário na folha de pagamento ou adiantamento, em prejuízo do empregado, a empresa se obriga a efetuar o pagamento da respectiva diferença no prazo de até 03 (três) dias úteis, contados a partir da data da constatação da diferença."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA SÉTIMA - PAGAMENTO DE SALÁRIO FORA DO PRAZO,"Prevê multa de 0,30% ao dia pelo atraso no pagamento do salário.","O pagamento do salário mensal deve ser realizado na forma e prazo legal. O pagamento salarial fora do prazo implicará na multa de 0,30% (zero vírgula trinta por cento) por dia de atraso, que será calculado sobre o valor líquido devido e deverá ser regularizado até a folha de pagamento seguinte."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA OITAVA - INDENIZAÇÃO ADICIONAL,"Disciplina regras para pagamento de indenização adicional conforme projeção do aviso prévio, incluindo regra da Lei 12.506/2011.","As partes em cumprimento à lei 7.238, de 29/10/84 e visando dar tratamento uniforme ao pagamento da indenização adicional, estabelecem que: a) o tempo do aviso prévio cumprido ou indenizado integra o tempo de serviço para todos os efeitos legais; b) somado o tempo do aviso prévio indenizado ao contrato de trabalho é devida a indenização adicional quando a projeção ocorrer no período de 1/4/ a 30/4 de cada ano; c) somado o tempo do aviso prévio indenizado ao contrato de trabalho, não é devida a indenização adicional, quando a projeção do tempo do aviso prévio recair no período posterior a 30/4/ ou anterior a 31/3 de cada ano. Parágrafo Único: Ressalva-se que os dias de aviso prévio acrescentado pela lei 12.506/2011, serão computados para cálculo do tempo de serviço e consequente enquadramento para cálculo da indenização adicional."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA NONA - SALÁRIO DO SUBSTITUTO,"Garante salário contratual do substituído ao empregado que exercer substituição superior a 30 dias, excluídas vantagens pessoais.","Enquanto perdurar a substituição meramente eventual, com período superior a 30 (trinta) dias, o empregado substituto fará jus ao salário contratual do substituído, excetuando-se as vantagens de caráter pessoal."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA DÉCIMA - ABONO POR TEMPO DE SERVIÇO,"Estabelece abono anual de 0,6% por ano de serviço na mesma empresa, com regras específicas para apuração e exceções.","Fixa-se o abono por tempo de serviço correspondente a 0,6% (zero vírgula seis por cento) por ano de serviço trabalhado na mesma empresa, incidente sobre o salário base do empregado, a ser pago destacadamente, ficando excluído para do cômputo do tempo de serviço o período de afastamento pelo INSS, com duração acima de trinta dias. Parágrafo Primeiro: A partir de 01/05/2010, não haverá mais o limitador de 10 anos, até então constante nas CCT anteriores, passando a aplicar-se a regra do caput, a partir da presente data a todos aqueles trabalhadores que completarem um novo anuênio. Parágrafo Segundo: Acordam as partes que o tempo de serviço prestado pelos trabalhadores com mais de 10 (dez) anos na empresa até 30/4/2010, não será computado para fins do benefício. Parágrafo Terceiro: Fica assegurado que o Abono por tempo de serviço não será descontado proporcionalmente, em caso de falta justificada por atestado médico, licenças gala ou luto, na concessão de licença prêmio e na compensação por banco de horas. Parágrafo Quarto: Garante-se aos empregados constantes da folha de pagamento do mês de junho/2000, o percentual integral até então recebido, passando o novo adicional a ser regido pelo caput a partir do mês de julho/2000. Parágrafo Quinto: Aos empregados que tinham 10 (dez) anos ou mais de serviço na mesma empresa, fica garantido à manutenção do percentual pago na folha de pagamento de abril/1999, valor que permanecerá inalterado. Parágrafo Sexto: O presente benefício não possui natureza salarial, nos termos do artigo 457, parágrafo 2º da CLT."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA DÉCIMA PRIMEIRA - ADICIONAL DE HORAS EXTRAS,"Regulamenta o adicional de horas extras: 50% até 90 horas/mês e 100% acima disso, com fornecimento de lanche após a segunda hora extra diária.","As horas extras serão remuneradas com o adicional de 50% (cinquenta por cento) até o limite de 90 (noventa) horas mensais e de 100% (cem por cento) para as que excederem este número, os quais incidirão sobre o valor do salário/hora normal, ressalvada a existência de acordo de compensação. Parágrafo Único: Após a segunda hora extra de cada dia será fornecido ao trabalhador lanche gratuitamente."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA DÉCIMA SEGUNDA - ADICIONAL NOTURNO,"Dispõe sobre o adicional noturno de 30% sobre o salário base para o trabalho entre 22h e 5h, em 8 horas noturnas.","O adicional noturno é de 30% (trinta por cento) e terá como base de cálculo o salário base do empregado. Será devido no trabalho executado das 22h00min às 05h00min do dia seguinte, compreendendo assim 08 (oito) horas noturnas independentemente do horário de 01 (uma) hora para descanso ou refeição, de acordo com a cláusula 29ª desta CCT, exceto as instituições que optarem por um intervalo superior a 01(uma) hora, quando pagarão as horas efetivas de trabalho noturno. Parágrafo Primeiro: O adicional noturno será pago integral no mês em que o empregado gozar a licença prêmio, licenças gala ou luto, na concessão da compensação por banco de horas. Parágrafo Segundo: A hora noturna será considerada reduzida, nos termos do artigo 73, § 1º da CLT."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA DÉCIMA TERCEIRA - ADICIONAL DE INSALUBRIDADE,"Estabelece critérios para pagamento de adicional de insalubridade conforme grau definido em laudo técnico, com base em valor fixado.","O adicional de insalubridade será devido na forma do artigo 195 da CLT e seus parágrafos, tendo como base os graus de exposição definidos nos laudos técnicos de cada instituição, e calculados na forma da lei em percentual incidente sobre o valor base de R$1.518,00 (hum mil, quinhentos e dezoito reais). Parágrafo Único: Em caso de reajuste do salário-mínimo em patamar superior, tal valor passa a se constituir como base de cálculo deste adicional até a superveniência de nova negociação coletiva."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA DÉCIMA QUARTA - PRÊMIO ASSIDUIDADE,"Prevê prêmio de 10% do salário base pela assiduidade mensal, com regras específicas para concessão, exceções e casos de direito adquirido.","Será concedido um prêmio assiduidade correspondente a 10% (dez por cento) do salário base ao empregado que não possuir atrasos ou faltas, inclusive saídas antecipadas, atestados e casos de ausências legais durante o mês, a ser pago destacadamente, não possuindo natureza salarial, nos termos do § 2º do artigo 457 da CLT, não incidindo quaisquer encargos sobre o mesmo. Parágrafo Primeiro: Fica assegurado o direito adquirido aos empregados que, em 30/04/2007 (data-base de 2007), já vinham recebendo o prêmio, mantendo-se a forma de pagamento e os mesmos critérios para a concessão do benefício. Parágrafo Segundo: Por natureza legal (art. 473 CLT) e não possuir natureza salarial, o prêmio assiduidade não será descontado proporcionalmente nos casos de falta justificada por atestado médico, licenças gala ou luto, na concessão de licença prêmio e na compensação por banco de horas."
FISIOTERAPEUTAS/T.O.,MARINGÁ 2025/2026,CLÁUSULA DÉCIMA QUINTA - ALIMENTAÇÃO,"Garante fornecimento gratuito de refeições aos empregados em jornadas 12x36 e plantões de 12h, e lanche em jornadas de 6h ou mais, sem natureza salarial.","Os estabelecimentos abrangidos pelo presente CCT fornecerão refeições gratuitas a seus empregados, quando os mesmos laborarem nas jornadas de 12x36 e nos plantões de 12 horas, cujo benefício não integrará a remuneração do trabalhador. Parágrafo Único: O lanche deverá consistir de, no mínimo, leite, café, pão com margarina ou outro complemento e será ofertado aos empregados em jornadas de seis horas ou mais. O almoço e ou jantar deverá ser de boa qualidade. Tais utilidades não terão natureza salarial."
